,client_id,account_id,district_id,loan_id,amount,district_name
603,11406,9263,68,6887,39576,Frydek - Mistek
604,9872,7990,9,6632,144960,Nymburk
605,10662,8645,60,6748,240900,Prostejov
606,5801,4803,26,5977,59136,Plzen - mesto
607,11267,9153,9,6855,52236,Nymburk
608,11266,9153,9,6855,52236,Nymburk
609,5321,4414,17,5877,97224,Pelhrimov
610,5320,4414,17,5877,97224,Pelhrimov
611,9458,7637,46,6554,390096,Nachod
612,7959,6592,1,6338,390660,Hl.m. Praha
613,10269,8316,70,6694,134784,Karvina
614,6359,5263,64,6073,276300,Zlin
615,12625,10266,54,7097,75624,Brno - mesto
616,9930,8039,9,6644,93600,Nymburk
617,6474,5362,76,6097,202848,Sumperk
618,9717,7859,52,6599,72120,Usti nad Orlici
619,9718,7859,52,6599,72120,Usti nad Orlici
620,5389,4467,17,5893,86184,Pelhrimov
621,6034,4995,20,6013,128988,Strakonice
622,6257,5181,75,6055,399120,Prerov
623,9226,7445,64,6509,55368,Zlin
624,4417,3664,1,5719,271584,Hl.m. Praha
625,8661,7176,1,6468,203940,Hl.m. Praha
626,11683,9491,7,6932,225504,Melnik
627,5134,4260,58,5837,244560,Jihlava
628,3907,3230,1,5635,77184,Hl.m. Praha
629,11545,9377,1,6913,99936,Hl.m. Praha
630,10492,8505,70,6727,42840,Karvina
631,6499,5385,44,6103,149340,Chrudim
632,7567,6265,5,6278,87360,Kolin
633,13845,11265,15,7284,52788,Cesky Krumlov
634,10963,8899,1,6785,125340,Hl.m. Praha
635,12079,9814,64,6995,96168,Zlin
636,12943,10520,55,7154,417600,Brno - venkov
637,3929,3249,74,5638,68124,Ostrava - mesto
638,5579,4631,77,5933,87528,Vsetin
639,3906,3229,64,5634,39024,Zlin
640,12328,10022,1,7037,218064,Hl.m. Praha
641,11274,9159,64,6857,69600,Zlin
642,11275,9159,64,6857,69600,Zlin
643,7291,6034,77,6228,464520,Vsetin
644,9611,7769,23,6580,196080,Cheb
645,10517,8523,54,6730,93036,Brno - mesto
646,6616,5481,1,6120,209184,Hl.m. Praha
647,13968,11359,61,7305,54024,Trebic
648,6366,5269,49,6076,117420,Semily
649,5468,4533,68,5906,81144,Frydek - Mistek
650,6567,5442,5,6112,174744,Kolin
651,8064,6678,54,6350,294384,Brno - mesto
652,7065,5837,5,6196,177804,Kolin
653,4182,3460,16,5683,140688,Jindrichuv Hradec
654,13260,10788,72,7198,45768,Olomouc
655,12432,10105,55,7061,121896,Brno - venkov
656,8366,6930,41,6407,25944,Usti nad Labem
657,4520,3747,1,5739,76380,Hl.m. Praha
658,8076,6688,16,6354,22968,Jindrichuv Hradec
659,8667,7181,77,6470,49872,Vsetin
660,12464,10131,39,7066,215388,Most
661,7195,5952,50,6216,141240,Svitavy
662,11114,9024,1,6817,70656,Hl.m. Praha
663,9274,7485,39,6520,91200,Most
664,7311,6051,56,6232,276660,Breclav
665,10777,8742,70,6758,33144,Karvina
666,6408,5305,47,6083,240528,Pardubice
667,8105,6715,72,6358,137880,Olomouc
668,9196,7418,21,6501,30276,Tabor
669,7011,5794,70,6190,123600,Karvina
670,7010,5794,70,6190,123600,Karvina
671,13246,10774,46,7195,339168,Nachod
672,6367,5270,44,6077,79608,Chrudim
673,9417,7606,21,6545,191880,Tabor
674,13346,10857,50,7209,385560,Svitavy
675,11886,9656,61,6965,139536,Trebic
676,8030,6649,1,6346,100260,Hl.m. Praha
677,7914,6555,38,6336,212400,Louny
678,5133,4259,66,5836,79632,Zdar nad Sazavou
679,7422,6148,74,6253,59760,Ostrava - mesto
680,7423,6148,74,6253,59760,Ostrava - mesto
681,12325,10019,8,7036,194940,Mlada Boleslav
682,11857,9633,70,6959,59448,Karvina
683,5526,4585,27,5923,64656,Plzen - jih
684,13134,10679,1,7181,197808,Hl.m. Praha
685,9582,7745,2,6574,77544,Benesov
686,8568,7099,1,6450,234336,Hl.m. Praha
687,7186,5944,27,6215,78720,Plzen - jih
688,9664,7815,19,6589,189696,Prachatice
689,9663,7815,19,6589,189696,Prachatice
690,5254,4361,69,5868,90156,Jesenik
691,5253,4361,69,5868,90156,Jesenik
692,8506,7049,69,6436,495180,Jesenik
693,4656,3862,1,5760,74916,Hl.m. Praha
694,13912,11317,50,7292,317460,Svitavy
695,12754,10364,55,7121,21924,Brno - venkov
696,9760,7894,27,6607,153144,Plzen - jih
697,9362,7559,56,6539,12792,Breclav
698,13448,10940,13,7226,197748,Rakovnik
699,12003,9750,74,6986,151728,Ostrava - mesto
700,12547,10202,70,7085,305424,Karvina
701,6691,5541,43,6130,32640,Hradec Kralove
702,5203,4320,61,5856,51360,Trebic
703,13923,11327,7,7294,39168,Melnik
704,12662,10297,14,7101,421008,Ceske Budejovice
705,9675,7824,60,6594,189696,Prostejov
706,13690,11138,70,7263,89880,Karvina
707,8764,7262,70,6490,73260,Karvina
708,10997,8926,1,6791,566640,Hl.m. Praha
709,10998,8926,1,6791,566640,Hl.m. Praha
710,9914,8026,36,6641,128268,Liberec
711,13590,11054,59,7246,148920,Kromeriz
712,6040,4999,1,6014,165168,Hl.m. Praha
713,6039,4999,1,6014,165168,Hl.m. Praha
714,9776,7907,70,6612,97392,Karvina
715,4169,3448,58,5681,68664,Jihlava
716,11304,9179,28,6861,215040,Plzen - sever
717,13089,10644,16,7167,269964,Jindrichuv Hradec
718,12695,10320,68,7104,259740,Frydek - Mistek
719,6804,5632,5,6153,285600,Kolin
720,6803,5632,5,6153,285600,Kolin
721,13380,10884,65,7213,113544,Znojmo
722,10813,8772,1,6763,88272,Hl.m. Praha
723,9915,8027,27,6642,77640,Plzen - jih
724,10566,8566,74,6738,230220,Ostrava - mesto
725,10198,8260,31,6686,224604,Tachov
726,4377,3629,48,5713,158760,Rychnov nad Kneznou
727,11093,9006,40,6810,186384,Teplice
728,6033,4994,1,6012,258444,Hl.m. Praha
729,7150,5912,45,6207,184620,Jicin
730,8611,7133,55,6460,48672,Brno - venkov
731,8200,6792,1,6377,17184,Hl.m. Praha
732,9555,7721,13,6569,45456,Rakovnik
733,3962,3273,74,5643,94512,Ostrava - mesto
734,9593,7753,74,6577,51696,Ostrava - mesto
735,12859,10451,1,7142,482940,Hl.m. Praha
736,11516,9353,59,6908,188616,Kromeriz
737,11517,9353,59,6908,188616,Kromeriz
738,12908,10493,12,7151,133800,Pribram
739,13071,10630,41,7166,198240,Usti nad Labem
740,8670,7184,5,6471,155640,Kolin
741,8737,7240,17,6486,152160,Pelhrimov
742,11461,9307,70,6895,41904,Karvina
743,6895,5700,42,6169,103680,Havlickuv Brod
744,8677,7190,49,6474,63360,Semily
745,5574,4626,9,5932,33348,Nymburk
746,6317,5228,77,6066,173808,Vsetin
747,4722,3916,8,5774,96984,Mlada Boleslav
748,5911,4894,14,5997,117024,Ceske Budejovice
749,7765,6434,1,6309,110136,Hl.m. Praha
750,6749,5591,9,6142,221880,Nymburk
751,9833,7957,51,6621,42900,Trutnov
752,11714,9513,59,6942,18324,Kromeriz
753,11713,9513,59,6942,18324,Kromeriz
754,5319,4413,74,5876,221280,Ostrava - mesto
755,10288,8330,48,6699,7656,Rychnov nad Kneznou
756,11497,9337,11,6903,52128,Praha - zapad
757,11804,9591,74,6950,104712,Ostrava - mesto
758,10389,8411,20,6715,220620,Strakonice
759,8096,6706,38,6357,64860,Louny
760,5866,4858,67,5991,335184,Bruntal
761,10276,8321,77,6696,89040,Vsetin
762,10275,8321,77,6696,89040,Vsetin
763,11978,9731,54,6985,113796,Brno - mesto
764,11979,9731,54,6985,113796,Brno - mesto
765,12738,10351,23,7115,88704,Cheb
766,5873,4863,5,5992,76080,Kolin
767,9340,7542,54,6534,590820,Brno - mesto
768,11126,9034,1,6820,38148,Hl.m. Praha
769,7576,6273,38,6279,87360,Louny
770,6417,5313,40,6087,300660,Teplice
771,5521,4580,9,5922,20220,Nymburk
772,4352,3608,72,5706,161496,Olomouc
773,5171,4293,64,5850,164196,Zlin
774,9217,7437,19,6508,110736,Prachatice
775,5367,4448,60,5887,192744,Prostejov
776,5366,4448,60,5887,192744,Prostejov
777,6789,5622,57,6150,83016,Hodonin
778,5399,4476,24,5897,15192,Karlovy Vary
779,12561,10215,38,7087,44304,Louny
780,4025,3329,3,5651,19248,Beroun
781,13924,11328,54,7295,280440,Brno - mesto
782,11409,9265,32,6888,39576,Ceska Lipa
783,5338,4427,1,5882,87816,Hl.m. Praha
784,12382,10068,1,7051,77808,Hl.m. Praha
785,12383,10068,1,7051,77808,Hl.m. Praha
786,12643,10280,69,7100,348120,Jesenik
787,7127,5891,3,6202,65184,Beroun
788,11685,9493,64,6933,188688,Zlin
789,13113,10663,11,7176,260028,Praha - zapad
790,13750,11186,12,7271,392460,Pribram
791,13751,11186,12,7271,392460,Pribram
792,11768,9560,1,6948,157068,Hl.m. Praha
793,11130,9037,1,6821,321936,Hl.m. Praha
794,10095,8173,1,6678,80340,Hl.m. Praha
795,10096,8173,1,6678,80340,Hl.m. Praha
796,13852,11271,5,7286,67320,Kolin
797,13090,10645,2,7168,208332,Benesov
798,12051,9790,52,6992,133968,Usti nad Orlici
799,12050,9790,52,6992,133968,Usti nad Orlici
800,4529,3754,37,5741,68544,Litomerice
801,11004,8931,63,6793,186300,Vyskov
802,5364,4447,62,5886,192744,Uherske Hradiste
803,5365,4447,62,5886,192744,Uherske Hradiste
804,6363,5267,4,6075,129312,Kladno
805,13261,10789,75,7199,45768,Prerov
806,7724,6397,48,6302,181020,Rychnov nad Kneznou
807,7723,6397,48,6302,181020,Rychnov nad Kneznou
808,7348,6083,6,6239,360864,Kutna Hora
809,6892,5698,1,6168,99216,Hl.m. Praha
810,6893,5698,1,6168,99216,Hl.m. Praha
811,8333,6902,60,6399,49320,Prostejov
812,9450,7632,68,6552,170448,Frydek - Mistek
813,9451,7632,68,6552,170448,Frydek - Mistek
814,13276,10799,76,7200,31140,Sumperk
815,7787,6453,34,6312,10944,Chomutov
816,5978,4949,33,6007,289920,Decin
817,5727,4746,54,5963,204780,Brno - mesto
818,5774,4784,46,5973,219456,Nachod
819,5775,4784,46,5973,219456,Nachod
820,5487,4550,56,5909,61320,Breclav
821,9641,7795,64,6585,372120,Zlin
822,9642,7795,64,6585,372120,Zlin
823,11371,9235,37,6875,83280,Litomerice
824,7797,6461,50,6313,150912,Svitavy
825,7796,6461,50,6313,150912,Svitavy
826,12851,10445,72,7139,23412,Olomouc
